PI,,destination,Proportion
"[2, 1, 4, 0]-1",Action : 1,1
,Other actions: Best,1
,Other actions: Average,"[0, 0, 1, 0, 0]",0.2

"[1, 1, 4, 0]-1",Action : 1,1
,Other actions: Best,1
,Other actions: Average,"[0, 1, 1, 1, 1]",0.8

"[0, 1, 4, 0]-3",Action : 3,1
,Other actions: Best,1
,Other actions: Average,"[1, 1, 1, 1, 1]",1.0

"[0, 0, 4, 0]-5",Action : 5,1
,Other actions: Best,1
,Other actions: Average,"[1, 1, 1, 1, 1]",1.0

